index,Job Title,Rating,Company Name,Location,Headquarters,Size (Employees),Founded,Type of ownership,Industry,Sector,Revenue (USD),Minimum Salary ($),Maximum Salary ($),Skills
482,Data Scientist,5.0,Phoenix Operations Group,Baltimore,Woodbine,'1-50,2011.0,Company - Private,IT Services,Information Technology,1-5 million,95000.0,119000.0,"['python', 'linux', 'spark', 'docker', 'kafka', 'cloud', 'machine learning', 'big data', 'security clearance', 'clearance', 'ts/sci']"
483,Data Scientist,4.1,Roche,Pleasanton,Basel,'10000+,1896.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,212000.0,331000.0,"['python', 'sql', 'spark', 'hadoop', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'big data']"
484,Data Scientist,4.0,AstraZeneca,Wilmington,Cambridge,'10000+,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,212000.0,331000.0,"['python', 'sql', 'sas', 'matlab', 'hadoop', 'machine learning', 'ai', 'artificial intelligence', 'statistics', 'data science', 'data mining']"
485,Data Scientist,3.6,Creative Circle,United States,Los Angeles,'201-500,2002.0,Company - Public,Staffing & Outsourcing,Business Services,,212000.0,331000.0,"['python', 'sql', 'statistics']"
486,Data Scientist,5.0,Blue Horizon Tek Solutions,New York,Coconut Creek,'1-50,1987.0,Company - Private,Staffing & Outsourcing,Business Services,,212000.0,331000.0,"['python', 'java', 'excel', 'machine learning', 'ai', 'artificial intelligence', 'statistics', 'data science']"
487,Data Scientist,3.5,Maxar Technologies,Herndon,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,212000.0,331000.0,"['python', 'sql', 'java', 'c++', 'linux', 'nosql', 'docker', 'cloud', 'excel', 'machine learning', 'ml', 'ai', 'computer science', 'data science', 'big data', 'ts/sci']"
488,Data Scientist,4.7,Sharpedge Solutions Inc,Seattle,Lombard,'Unknown,,Company - Private,Publishing,Media,Less than 1 million,212000.0,331000.0,"['python', 'sql', 'aws', 'spark', 'hadoop', 'azure', 'gcp', 'cloud', 'excel', 'machine learning', 'deep learning', 'nlp', 'statistics', 'computer science']"
489,Data Scientist,3.5,Maxar Technologies,Herndon,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,212000.0,331000.0,"['python', 'sql', 'java', 'c++', 'spark', 'hadoop', 'tableau', 'machine learning', 'ai', 'deep learning', 'statistics', 'mathematics', 'data science', 'security clearance', 'clearance', 'ts/sci']"
490,Data Scientist,3.6,Alaka`ina Foundation Family of Companies,Fort Sam Houston,Honolulu,'501-1000,,Government,,,,212000.0,331000.0,"['python', 'sql', 'sas', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining']"
491,Data Scientist,2.7,Hexagon US Federal,Lexington Park,Chantilly,'51-200,2010.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,212000.0,331000.0,"['aws', 'excel', 'machine learning', 'ai', 'natural language processing', 'data mining', 'security clearance', 'clearance']"
492,Data Scientist,4.8,Klaviyo,Boston,Boston,'201-500,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,212000.0,331000.0,"['python', 'java', 'javascript', 'html', 'kafka', 'cloud', 'machine learning', 'ml', 'ai', 'statistics', 'computer science', 'data science']"
493,Data Scientist,4.0,Comtech Global Inc,Washington,Columbus,'51-200,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,5-10 million,212000.0,331000.0,"['python', 'sql', 'java', 'linux', 'aws', 'spark', 'hadoop', 'hive', 'azure', 'nosql', 'cloud', 'tableau', 'power bi', 'machine learning', 'ml', 'ai', 'predictive modeling', 'data science', 'data mining']"
494,Data Scientist,3.8,"Aveshka, Inc.",Washington,Arlington,'51-200,2010.0,Company - Public,IT Services,Information Technology,10-25 million,212000.0,331000.0,"['python', 'sql', 'sas', 'matlab', 'spark', 'hive', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'big data', 'clearance', 'ts/sci']"
495,Data Scientist,3.9,Southwest Research Institute,Dayton,San Antonio,'1001-5000,1947.0,Nonprofit Organization,Research & Development,Business Services,500 million-1 billion,212000.0,331000.0,"['python', 'java', 'c++', 'excel', 'ai', 'computer science', 'security clearance', 'clearance']"
496,Data Scientist,,CompuForce,New York,New York,'Unknown,,Company - Private,,,,212000.0,331000.0,"['linux', 'matlab', 'aws', 'spark', 'hadoop', 'hive', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'data science', 'regression', 'clustering', 'data mining', 'big data']"
497,Data Scientist,4.5,Smith Hanley Associates,Washington,New York,'1-50,1980.0,Company - Private,Staffing & Outsourcing,Business Services,,212000.0,331000.0,"['python', 'sql', 'cloud', 'machine learning', 'statistics', 'mathematics']"
498,Data Scientist,2.7,1-800-Flowers,New York,Carle Place,'1001-5000,1976.0,Company - Public,Wholesale,Business Services,1-2 billion,212000.0,331000.0,"['python', 'sql', 'sas', 'tableau', 'excel', 'ai', 'artificial intelligence', 'statistics', 'mathematics', 'data science']"
499,Data Scientist,3.5,Aptive,Washington,Alexandria,'51-200,2012.0,Company - Private,Consulting,Business Services,25-50 million,212000.0,331000.0,"['python', 'sql', 'java', 'sas', 'c++', 'matlab', 'tableau', 'excel', 'power bi', 'qlik', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'clearance']"
500,Data Scientist,4.9,The Mom Project,Longmont,Chicago,'1-50,2016.0,Company - Private,Staffing & Outsourcing,Business Services,,66000.0,112000.0,"['python', 'aws', 'spark', 'hadoop', 'kubernetes', 'docker', 'cloud', 'tensorflow', 'keras', 'machine learning', 'ai', 'deep learning', 'data science', 'time series', 'data mining']"
501,Data Scientist,3.6,Powertek,Washington,Rockville,'51-200,2001.0,Company - Private,IT Services,Information Technology,25-50 million,66000.0,112000.0,['data science']
502,Data Scientist,5.0,JCD Staffing,Washington,Germantown,'1-50,,Company - Private,,,,66000.0,112000.0,"['python', 'sql', 'java', 'sas', 'c++', 'matlab', 'tableau', 'excel', 'power bi', 'qlik', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'clearance']"
503,Data Scientist,3.1,Bayside Solutions,Sunnyvale,Pleasanton,'1-50,2001.0,Company - Private,Staffing & Outsourcing,Business Services,1-5 million,66000.0,112000.0,"['python', 'sql', 'tableau', 'excel', 'ai']"
504,Data Engineer,3.9,Thumbtack,San Francisco,San Francisco,'501-1000,2009.0,Company - Private,Internet,Information Technology,,66000.0,112000.0,"['python', 'scala', 'aws', 'etl', 'gcp', 'cloud', 'excel', 'ml', 'ai']"
505,Data Scientist,3.4,"MILVETS Systems Technology, Inc.",Patuxent,Orlando,'51-200,1986.0,Company - Private,IT Services,Information Technology,25-50 million,66000.0,112000.0,"['excel', 'machine learning', 'ai', 'natural language processing', 'mathematics', 'computer science', 'data mining', 'clearance', 'secret clearance']"
506,Machine Learning Engineer,4.1,Apple,Santa Clara,Cupertino,'10000+,1976.0,Company - Public,Computer Hardware & Software,Information Technology,10+ billion,66000.0,112000.0,"['scala', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'deep learning', 'nlp', 'computer science', 'time series']"
507,Data Scientist,4.1,Kforce,Fairfax,Tampa,'10000+,1966.0,Company - Public,Staffing & Outsourcing,Business Services,1-2 billion,66000.0,112000.0,"['matlab', 'tensorflow', 'pytorch', 'machine learning', 'ml', 'ai', 'statistics', 'mathematics', 'computer science']"
508,Data Scientist,3.5,Evolve Vacation Rental,Denver,Denver,'201-500,2011.0,Company - Private,Travel Agencies,Travel & Tourism,,66000.0,112000.0,"['python', 'sql', 'machine learning', 'ai', 'statistics', 'computer science']"
509,Data Analyst,4.3,The Buffalo Group,Fort Belvoir,Reston,'501-1000,2010.0,Company - Private,IT Services,Information Technology,100-500 million,66000.0,112000.0,"['python', 'ai']"
510,Data Scientist,4.4,OppLoans,Chicago,Chicago,'201-500,2012.0,Company - Private,Lending,Finance,100-500 million,66000.0,112000.0,"['python', 'sql', 'machine learning', 'ai', 'statistics', 'computer science', 'data science', 'regression']"
511,Data Scientist,3.8,AgreeYa Solutions,Thousand Oaks,Folsom,'1001-5000,1999.0,Company - Private,IT Services,Information Technology,50-100 million,66000.0,112000.0,"['python', 'sql', 'excel', 'machine learning', 'ai', 'computer science', 'data mining']"
512,Data Scientist,3.7,Carolina Power & Light Co,McLean,Raleigh,'5001-10000,1908.0,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",,66000.0,112000.0,"['python', 'sql', 'java', 'scala', 'kubernetes', 'docker', 'kafka', 'excel', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'nlp', 'natural language processing', 'data science', 'big data', 'security clearance', 'clearance']"
513,Data Scientist,3.9,Southwest Research Institute,San Antonio,San Antonio,'1001-5000,1947.0,Nonprofit Organization,Research & Development,Business Services,500 million-1 billion,66000.0,112000.0,"['python', 'sql', 'java', 'c++', 'linux', 'html', 'css', 'kubernetes', 'docker', 'kafka', 'excel', 'ml', 'computer science']"
514,Data Scientist,3.9,Brillient,Silver Spring,Reston,'501-1000,2006.0,Company - Private,IT Services,Information Technology,25-50 million,66000.0,112000.0,"['python', 'sas', 'matlab', 'cloud', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'clustering', 'big data', 'security clearance', 'clearance']"
515,Data Engineer,3.7,MassMutual,Boston,Springfield,'5001-10000,1851.0,Company - Private,Insurance Carriers,Insurance,10+ billion,66000.0,112000.0,"['sql', 'scala', 'spark', 'hadoop', 'nosql', 'kafka', 'cloud', 'excel', 'ai', 'computer science', 'big data']"
516,Data Scientist,2.9,Xator Corporation,Washington,Reston,'501-1000,,Contract,IT Services,Information Technology,25-50 million,66000.0,112000.0,"['ai', 'data science', 'security clearance', 'clearance', 'ts/sci']"
517,Data Scientist,4.6,HAN IT Staffing Inc.,New York,Totowa,'51-200,2012.0,Company - Private,IT Services,Information Technology,,66000.0,112000.0,"['python', 'sql', 'sas', 'cloud', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'data science', 'data mining', 'big data']"
518,Data Scientist,3.4,Infinitive Inc,McLean,Cedar Rapids,'201-500,1997.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,10-25 million,66000.0,112000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'azure', 'mapreduce', 'cloud', 'excel', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'data science', 'data mining', 'big data']"
519,Data Engineer,4.0,Travelers,Hartford,Hartford,'10000+,1853.0,Company - Public,Insurance Carriers,Insurance,10+ billion,66000.0,112000.0,"['python', 'sql', 'scala', 'aws', 'spark', 'hive', 'mapreduce', 'cloud', 'qlik', 'ai', 'data science', 'big data']"
520,Data Scientist,3.3,Amyris,Emeryville,Emeryville,'201-500,2003.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100-500 million,128000.0,201000.0,"['python', 'aws', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science']"
521,Data Scientist,4.3,Lightspeed Systems,Austin,Austin,'51-200,1999.0,Company - Private,Computer Hardware & Software,Information Technology,25-50 million,128000.0,201000.0,"['python', 'sql', 'aws', 'spark', 'nosql', 'cloud', 'tensorflow', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'computer science', 'data science', 'regression']"
522,Data Scientist,3.9,Thumbtack,San Francisco,San Francisco,'501-1000,2009.0,Company - Private,Internet,Information Technology,,128000.0,201000.0,"['python', 'spark', 'hadoop', 'hive', 'excel', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'computer science', 'data science', 'exploratory data analysis', 'regression', 'clustering']"
523,Data Analyst,3.6,Twitch,San Francisco,San Francisco,'1001-5000,2011.0,Subsidiary or Business Segment,Internet,Information Technology,,128000.0,201000.0,"['python', 'sql', 'tableau', 'ai', 'statistics', 'time series']"
524,Data Engineer,4.7,New Relic,Portland,San Francisco,'1001-5000,2008.0,Company - Public,Computer Hardware & Software,Information Technology,100-500 million,128000.0,201000.0,"['python', 'java', 'c++', 'docker', 'cloud', 'scikit-learn', 'machine learning', 'ml', 'ai', 'statistics', 'computer science', 'data science', 'time series']"
525,Data Scientist,3.6,Biogen,Cambridge,Cambridge,'5001-10000,1978.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,128000.0,201000.0,"['scala', 'cloud', 'excel', 'ai', 'computer science']"
526,Data Scientist,,HireAi,San Francisco,,,,,,,,128000.0,201000.0,"['python', 'sql', 'java', 'c++', 'spark', 'nosql', 'mapreduce', 'tableau', 'excel', 'machine learning', 'ai', 'nlp', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining']"
527,Machine Learning Engineer,3.3,Tempus Labs,Redwood City,Chicago,'501-1000,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,128000.0,201000.0,"['python', 'sql', 'java', 'linux', 'javascript', 'html', 'css', 'aws', 'docker', 'cloud', 'tensorflow', 'pytorch', 'scikit-learn', 'machine learning', 'ml', 'ai', 'statistics', 'mathematics', 'regression', 'clustering']"
528,Data Scientist,3.3,ICW Group,San Diego,San Diego,'501-1000,1972.0,Company - Private,Insurance Carriers,Insurance,500 million-1 billion,128000.0,201000.0,"['python', 'sql', 'nosql', 'keras', 'machine learning', 'ai', 'mathematics', 'computer science', 'data mining']"
529,Data Analyst,3.8,NYSTEC,New York,Rome,'51-200,1996.0,Nonprofit Organization,Consulting,Business Services,25-50 million,128000.0,201000.0,"['python', 'sql', 'ai', 'statistics', 'computer science']"
530,Data Scientist,4.5,E3 Federal Solutions,Chantilly,McLean,'501-1000,2004.0,Company - Private,Consulting,Business Services,,128000.0,201000.0,"['hadoop', 'cloud', 'machine learning', 'ai', 'statistics', 'computer science', 'data science', 'regression', 'clustering', 'big data', 'ts/sci']"
531,Data Engineer,4.5,Kingfisher Systems,Falls Church,Falls Church,'51-200,2005.0,Company - Private,Federal Agencies,Government,25-50 million,128000.0,201000.0,"['python', 'sql', 'computer science', 'clearance', 'secret clearance']"
532,Data Scientist,3.4,Peraton,Chantilly,Herndon,'1001-5000,2017.0,Company - Private,Aerospace & Defense,Aerospace & Defense,1-2 billion,128000.0,201000.0,"['python', 'sql', 'spark', 'hadoop', 'cloud', 'machine learning', 'ai', 'statistics', 'computer science', 'clustering', 'big data', 'security clearance', 'clearance']"
533,Data Scientist,3.1,Group O,Chicago,Milan,'1001-5000,1974.0,Company - Private,Staffing & Outsourcing,Business Services,500 million-1 billion,128000.0,201000.0,"['python', 'hadoop', 'machine learning', 'deep learning', 'statistics', 'mathematics', 'computer science', 'data science']"
534,Data Scientist,4.0,Autodesk,San Francisco,San Rafael,'5001-10000,1982.0,Company - Public,Computer Hardware & Software,Information Technology,2-5 billion,128000.0,201000.0,"['python', 'sql', 'scala', 'spark', 'hadoop', 'hive', 'nosql', 'excel', 'machine learning', 'ml', 'ai', 'nlp', 'natural language processing', 'predictive modeling', 'statistics', 'computer science', 'data science', 'data mining', 'big data']"
535,Machine Learning Engineer,3.3,Tempus Labs,Chicago,Chicago,'501-1000,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,128000.0,201000.0,"['aws', 'docker', 'cloud', 'tensorflow', 'pytorch', 'keras', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science']"
536,Data Engineer,4.1,CaptiveAire,Raleigh,Raleigh,'1001-5000,1976.0,Company - Private,Industrial Manufacturing,Manufacturing,100-500 million,128000.0,201000.0,"['python', 'sql', 'scala', 'spark', 'azure', 'power bi', 'machine learning', 'ml', 'ai']"
537,Data Engineer,4.2,LSQ,Orlando,Orlando,'51-200,1996.0,Company - Private,Investment Banking & Asset Management,Finance,100-500 million,128000.0,201000.0,"['python', 'sql', 'java', 'scala', 'c++', 'aws', 'spark', 'hadoop', 'nosql', 'kafka', 'cloud', 'ai', 'statistics', 'computer science', 'data science', 'big data']"
538,Machine Learning Engineer,3.9,Temboo,New York,New York,'1-50,,Company - Private,IT Services,Information Technology,,128000.0,201000.0,"['sql', 'hadoop', 'cloud', 'machine learning', 'ai', 'computer science', 'data mining']"
539,Data Scientist,,Kibo,Philadelphia,Marbella,'Unknown,,Company - Public,,,,128000.0,201000.0,"['python', 'sas', 'scala', 'matlab', 'cloud', 'machine learning', 'ai', 'statistics', 'computer science', 'data science']"
540,Aviation Ai,3.3,MITRE,McLean,Bedford,'5001-10000,1958.0,Nonprofit Organization,Federal Agencies,Government,1-2 billion,128000.0,201000.0,"['python', 'spark', 'hadoop', 'azure', 'tableau', 'excel', 'tensorflow', 'pytorch', 'keras', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science', 'data science', 'time series', 'big data']"
541,Data Scientist,3.9,Mars,United States,Mc Lean,'10000+,1911.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,10+ billion,138000.0,158000.0,"['python', 'aws', 'spark', 'cloud', 'machine learning', 'ai', 'statistics', 'computer science', 'data science']"
542,Data Scientist,4.5,"Fullpower Technologies, Inc.",Santa Cruz,Santa Cruz,'51-200,2003.0,Company - Private,Computer Hardware & Software,Information Technology,10-25 million,138000.0,158000.0,"['python', 'sql', 'sas', 'aws', 'cloud', 'tensorflow', 'pytorch', 'scikit-learn', 'machine learning', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science', 'data science', 'big data']"
543,Machine Learning Engineer,4.2,AeroVironment,Simi Valley,Simi Valley,'501-1000,1971.0,Company - Public,Aerospace & Defense,Aerospace & Defense,100-500 million,138000.0,158000.0,"['python', 'c++', 'linux', 'matlab', 'aws', 'excel', 'tensorflow', 'scikit-learn', 'keras', 'opencv', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science', 'data science', 'exploratory data analysis', 'data mining', 'big data', 'security clearance', 'clearance']"
544,Data Scientist,3.5,Maxar Technologies,Herndon,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,138000.0,158000.0,"['python', 'machine learning', 'ai', 'artificial intelligence', 'mathematics', 'computer science', 'ts/sci']"
545,Data Engineer,4.0,Dynetics,Huntsville,Huntsville,'1001-5000,1974.0,Company - Private,Aerospace & Defense,Aerospace & Defense,100-500 million,138000.0,158000.0,"['python', 'java', 'c++', 'linux', 'matlab', 'ai', 'computer science', 'security clearance', 'clearance', 'secret clearance']"
546,Data Scientist,4.5,Systems & Technology Research,Woburn,Woburn,'201-500,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,100-500 million,138000.0,158000.0,"['ai', 'mathematics', 'computer science', 'security clearance', 'clearance']"
547,Data Analyst,4.5,Novetta,Herndon,Mc Lean,'501-1000,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,100-500 million,138000.0,158000.0,"['python', 'sql', 'java', 'scala', 'cloud', 'excel', 'machine learning', 'ai', 'data mining', 'security clearance', 'clearance', 'ts/sci']"
548,Data Scientist,3.8,Applied Research Laboratories,Austin,Austin,'501-1000,,College / University,Colleges & Universities,Education,,138000.0,158000.0,"['python', 'c++', 'linux', 'aws', 'cloud', 'ai', 'statistics']"
549,Data Engineer,3.9,Navy Federal Credit Union,Merrifield,Vienna,'10000+,1933.0,Other Organization,Banks & Credit Unions,Finance,,138000.0,158000.0,"['sql', 'azure', 'etl', 'cloud', 'tableau', 'power bi', 'ai', 'computer science', 'regression']"
550,Data Analyst,3.9,Navy Federal Credit Union,Merrifield,Vienna,'10000+,1933.0,Other Organization,Banks & Credit Unions,Finance,,138000.0,158000.0,"['sql', 'spark', 'etl', 'tableau', 'power bi', 'ai', 'computer science', 'regression']"
551,Data Scientist,3.3,MITRE,Bedford,Bedford,'5001-10000,1958.0,Nonprofit Organization,Federal Agencies,Government,1-2 billion,138000.0,158000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'kafka', 'cloud', 'excel', 'machine learning', 'ai', 'deep learning', 'mathematics', 'computer science', 'data science', 'big data', 'security clearance', 'clearance']"
552,Machine Learning Engineer,5.0,LifeOmic,Raleigh,Indianapolis,'51-200,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,138000.0,158000.0,"['aws', 'spark', 'hive', 'azure', 'gcp', 'cloud', 'tensorflow', 'pytorch', 'machine learning', 'ml', 'ai']"
553,. Research,4.4,"Homology Medicines, Inc.",New Bedford,Bedford,'51-200,,Company - Public,,,,138000.0,158000.0,['ai']
554,Data Engineer,3.4,Spectrum Communications and Consulting,Chicago,Chicago,'51-200,1992.0,Company - Private,Advertising & Marketing,Business Services,10-25 million,138000.0,158000.0,"['python', 'sql', 'sas', 'azure', 'ai', 'artificial intelligence', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining']"
555,Software Engineer,3.3,Inland Empire Health Plan,Rancho Cucamonga,Rancho Cucamonga,'1001-5000,1996.0,Company - Public,Health Care Services & Hospitals,Health Care,1-2 billion,138000.0,158000.0,"['sql', 'sas', 'tableau', 'excel', 'power bi', 'ai', 'data science']"
556,Data Engineer,2.9,Affinity Solutions,New York,New York,'51-200,1998.0,Company - Private,Advertising & Marketing,Business Services,,138000.0,158000.0,"['python', 'sql', 'spark', 'hadoop', 'nosql', 'tableau', 'machine learning', 'ai', 'computer science']"
557,Hydrogen,3.8,Sandia National Laboratories,Livermore,Albuquerque,'10000+,1949.0,Government,Federal Agencies,Government,2-5 billion,138000.0,158000.0,"['ai', 'security clearance', 'clearance']"
558,Data Engineer,3.5,Maxar Technologies,McLean,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,138000.0,158000.0,"['python', 'sql', 'java', 'aws', 'nosql', 'ai', 'natural language processing', 'computer science', 'clearance', 'ts/sci']"
559,Patient Safety,4.0,AstraZeneca,Gaithersburg,Cambridge,'10000+,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,80000.0,132000.0,"['python', 'sql', 'cloud', 'excel', 'machine learning', 'ai', 'deep learning', 'natural language processing', 'statistics', 'data science']"
560,Data Scientist,4.0,Autodesk,San Francisco,San Rafael,'5001-10000,1982.0,Company - Public,Computer Hardware & Software,Information Technology,2-5 billion,80000.0,132000.0,"['python', 'sql', 'java', 'sas', 'scala', 'matlab', 'spark', 'hadoop', 'hive', 'nosql', 'tensorflow', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'data mining', 'big data']"
561,Data Scientist,3.4,USI,Southfield,Saint Paul,'1001-5000,1998.0,Company - Private,Construction,"Construction, Repair & Maintenance",100-500 million,80000.0,132000.0,"['python', 'sql', 'sas', 'azure', 'etl', 'excel', 'power bi', 'machine learning', 'ml', 'statistics', 'computer science', 'data science']"
562,Data Scientist,3.9,GSK,Collegeville,Brentford,'10000+,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,80000.0,132000.0,"['python', 'sql', 'java', 'matlab', 'aws', 'hadoop', 'tableau', 'ml', 'ai', 'computer science', 'data science']"
563,Data Scientist,3.8,CIA,Washington,Langley,'Unknown,1947.0,Government,Federal Agencies,Government,,80000.0,132000.0,"['ai', 'statistics', 'mathematics', 'computer science', 'data science']"
564,Data Scientist,4.5,Maven Wave Partners,Chicago,Chicago,'201-500,2008.0,Company - Private,Consulting,Business Services,50-100 million,80000.0,132000.0,"['python', 'sql', 'java', 'aws', 'hadoop', 'azure', 'gcp', 'cloud', 'tableau', 'excel', 'qlik', 'machine learning', 'ml', 'ai', 'predictive modeling', 'computer science', 'data science']"
565,Data Scientist,4.3,Ovative Group,Minneapolis,Minneapolis,'51-200,2009.0,Company - Private,Advertising & Marketing,Business Services,10-25 million,80000.0,132000.0,"['python', 'machine learning', 'ai', 'statistics', 'data science', 'clustering']"
566,Data Scientist,3.6,Kognetics,Gahanna,New York,'1-50,,Company - Private,,,,80000.0,132000.0,"['python', 'sql', 'java', 'scala', 'linux', 'etl', 'excel', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining']"
567,Data Scientist,2.9,Envision Healthcare,Nashville,Nashville,'10000+,2005.0,Company - Private,Health Care Services & Hospitals,Health Care,,80000.0,132000.0,"['python', 'sql', 'java', 'scala', 'c++', 'aws', 'spark', 'hadoop', 'azure', 'nosql', 'kafka', 'cloud', 'tableau', 'excel', 'machine learning', 'ai', 'nlp', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science', 'clustering', 'big data']"
568,Data Scientist,2.9,"Pragmatics, Inc.",United States,Reston,'201-500,1985.0,Company - Private,IT Services,Information Technology,100-500 million,80000.0,132000.0,"['python', 'java', 'c++', 'aws', 'hadoop', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining', 'clearance', 'secret clearance']"
569,Data Scientist,3.2,ConsumerTrack,California,Los Angeles,'51-200,2004.0,Company - Private,Internet,Information Technology,25-50 million,80000.0,132000.0,"['python', 'sql', 'sas', 'nosql', 'tableau', 'excel', 'keras', 'nltk', 'spacy', 'machine learning', 'ai', 'nlp', 'statistics', 'mathematics', 'data science', 'regression', 'clustering']"
570,Data Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel,Laurel,'5001-10000,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,1-2 billion,80000.0,132000.0,"['spark', 'excel', 'ai', 'statistics', 'computer science', 'data science', 'security clearance', 'clearance']"
571,Data Scientist,5.0,Phoenix Operations Group,Annapolis Junction,Woodbine,'1-50,2011.0,Company - Private,IT Services,Information Technology,1-5 million,80000.0,132000.0,"['python', 'scala', 'linux', 'spark', 'cloud', 'machine learning', 'ai', 'artificial intelligence', 'predictive modeling', 'big data', 'security clearance', 'clearance', 'ts/sci']"
572,Data Scientist,3.5,Crossover Health,San Clemente,Aliso Viejo,'1-50,2010.0,Company - Private,Health Care Services & Hospitals,Health Care,1-5 million,80000.0,132000.0,"['python', 'tableau', 'excel', 'scikit-learn', 'mathematics', 'computer science', 'data science', 'big data']"
573,Data Scientist,4.0,Lorven Technologies Inc,New York,Plainsboro,'1-50,,Company - Private,Accounting,Accounting & Legal,Less than 1 million,80000.0,132000.0,"['python', 'sql', 'nosql', 'machine learning', 'ai', 'data science', 'clustering']"
574,Data Scientist,4.4,Meridian Knowledge Solutions,Washington,Reston,'51-200,1997.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,100-500 million,80000.0,132000.0,"['cloud', 'excel', 'machine learning', 'ai', 'computer science', 'data science', 'ts/sci']"
575,Data Scientist,4.2,UST Global,Atlanta,Aliso Viejo,'10000+,1999.0,Company - Private,IT Services,Information Technology,1-2 billion,80000.0,132000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'azure', 'nosql', 'gcp', 'kafka', 'cloud', 'excel', 'ai', 'data science', 'big data']"
576,Data Scientist,3.2,IMG Systems,Plano,Plano,'1-50,,Company - Private,Consulting,Business Services,1-5 million,80000.0,132000.0,"['python', 'machine learning', 'ml', 'ai', 'nlp', 'natural language processing']"
577,Data Scientist,3.4,Trident Systems Inc,Fairfax,Fairfax,'51-200,1985.0,Company - Private,Aerospace & Defense,Aerospace & Defense,25-50 million,80000.0,132000.0,"['matlab', 'tensorflow', 'pytorch', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'statistics', 'mathematics', 'computer science']"
578,Data Scientist,4.7,"Tygart Technology, Inc",Washington,Fairmont,'1-50,,Company - Private,,,1-5 million,80000.0,132000.0,"['python', 'sql', 'sas', 'hadoop', 'hive', 'excel', 'machine learning', 'ai', 'natural language processing', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'clustering', 'data mining', 'big data', 'security clearance', 'clearance']"
